delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,delivery_duration_hours,failed_delivery_flag,delayed_delivery_flag
DL00378,O00070,D111,V037,H02,2025-05-13 23:09:00,,Failed,7.92,0,0,2.14,7.93,,1,0
DL00379,O01127,D018,V020,H02,2024-03-17 03:56:00,,Ontime,17.4,1,0,3.6,14.92,,0,0
DL00380,O00120,D130,V106,H01,2024-06-16 04:55:00,2026-04-28 04:33:06,Ontime,39.9,2,0,3.71,19.33,16343.635,0,0
DL00381,O00488,D015,V005,H05,2025-08-29 19:57:00,,Ontime,11.24,0,0,5.0,10.97,,0,0
DL00382,O00141,D163,V021,H02,2024-12-05 21:45:00,,Ontime,7.31,0,0,4.39,11.68,,0,0
DL00383,O00846,D057,V017,H08,2025-07-27 23:24:00,2026-04-28 19:36:18,Delayed,9.53,1,1,2.92,9.76,6596.205,0,1
DL00384,O00618,D017,V054,H05,2025-11-19 13:06:00,,Failed,14.52,4,0,2.82,10.94,,1,0
DL00385,O00617,D123,V086,H08,2024-03-30 09:37:00,2026-04-28 15:11:00,Ontime,17.51,1,0,4.44,14.04,18221.566666666666,0,0
DL00386,O00135,D144,V002,H05,2025-04-25 03:12:00,,Failed,1.21,1,0,3.35,13.97,,1,0
DL00387,O00274,D016,V017,H01,2025-10-03 21:33:00,,Failed,11.96,0,0,2.85,11.86,,1,0
DL00388,O00886,D088,V086,H05,2024-12-11 11:37:00,2026-04-28 15:40:18,Ontime,10.71,1,0,4.64,9.36,12076.055,0,0
DL00389,O00649,D054,V065,H01,2025-03-02 03:12:00,,Ontime,12.41,1,0,4.57,12.55,,0,0
DL00390,O01242,D013,V052,H02,2025-09-08 23:34:00,,Ontime,12.86,0,0,4.75,11.06,,0,0
DL00391,O00242,D119,V060,H06,2024-11-05 05:50:00,2026-04-28 19:49:42,Ontime,20.65,0,0,3.63,15.9,12949.995,0,0
DL00392,O00832,D063,V021,H04,2024-06-06 15:50:00,,Delayed,4.77,1,1,1.15,12.67,,0,1
DL00393,O01128,D108,V060,H04,2024-03-12 19:57:00,,Failed,13.97,1,0,3.11,5.79,,1,0
DL00394,O00718,D145,V079,H02,2025-02-27 04:58:00,2026-04-28 05:30:24,Ontime,15.43,0,0,4.14,8.78,10200.54,0,0
DL00395,O00219,D012,V072,H06,2024-05-30 02:33:00,2026-04-28 15:54:24,Ontime,10.75,0,0,4.29,6.99,16765.356666666667,0,0
DL00396,O01093,D105,V063,H06,2024-10-30 00:23:00,,Ontime,14.79,2,0,4.55,21.09,,0,0
DL00397,O01199,D125,V049,H04,2024-03-10 16:57:00,2026-04-28 12:57:06,Delayed,10.5,2,0,4.61,9.36,18692.001666666667,0,1
DL00398,O00671,D106,V099,H05,2025-01-24 17:36:00,,Delayed,1.2,1,0,3.08,9.73,,0,1
DL00399,O00966,D129,V107,H08,2025-04-17 00:14:00,,Delayed,5.64,1,0,2.38,12.78,,0,1
DL00400,O00867,D165,V037,H06,2024-02-01 22:23:00,,Failed,25.59,2,0,2.48,16.84,,1,0
DL00401,O00870,D067,V009,H08,2024-10-27 15:49:00,,Ontime,10.23,0,0,4.47,6.79,,0,0
DL00402,O00539,D037,V005,H03,2024-12-04 02:08:00,2026-04-28 09:15:42,Ontime,10.83,0,0,5.0,9.69,12247.128333333334,0,0
DL00403,O00044,D131,V092,H07,2025-11-02 10:07:00,,Ontime,11.6,1,0,4.58,13.74,,0,0
DL00404,O00502,D049,V025,H02,2024-04-03 03:48:00,,Ontime,7.84,0,0,3.14,11.38,,0,0
DL00405,O00684,D052,V116,H01,2024-11-24 16:21:00,2026-04-28 22:51:00,Ontime,12.83,0,0,4.04,16.99,12486.5,0,0
DL00406,O00720,D126,V006,H01,2024-08-29 21:02:00,,Ontime,29.85,1,0,5.0,15.78,,0,0
DL00407,O00598,D010,V068,H06,2025-10-29 01:00:00,,Ontime,6.92,0,0,4.04,10.86,,0,0
DL00408,O01019,D071,V057,H08,2024-04-16 01:49:00,,Ontime,8.49,0,0,3.3,8.4,,0,0
DL00409,O00348,D047,V094,H04,2025-03-17 00:31:00,,Ontime,8.1,0,0,2.89,10.1,,0,0
DL00410,O00249,D042,V004,H05,2024-11-07 21:14:00,,Delayed,5.13,3,0,4.44,9.64,,0,1
DL00411,O00108,D122,V065,H01,2024-11-30 15:03:00,,Ontime,11.22,0,0,4.68,5.75,,0,0
DL00412,O00156,D025,V114,H02,2024-04-24 08:07:00,,Ontime,8.68,0,0,4.63,8.76,,0,0
DL00413,O01077,D046,V035,H01,2024-08-30 00:32:00,,Failed,6.34,1,0,4.22,10.75,,1,0
DL00414,O00704,D002,V083,H02,2024-03-12 18:01:00,,Ontime,8.47,1,0,5.0,14.75,,0,0
DL00415,O01145,D116,V031,H03,2024-02-22 02:27:00,,Ontime,13.31,0,0,4.23,10.05,,0,0
DL00416,O00293,D067,V059,H04,2025-04-09 18:24:00,2026-04-28 16:42:36,Ontime,4.61,1,0,4.01,10.53,9214.31,0,0
DL00417,O00615,D054,V085,H04,2025-02-08 21:37:00,2026-04-28 17:10:48,Ontime,13.05,0,0,4.08,18.58,10651.563333333334,0,0
DL00418,O00075,D167,V019,H06,2024-11-02 06:29:00,,Ontime,4.73,1,0,5.0,10.5,,0,0
DL00419,O00782,D043,V109,H06,2024-04-17 03:24:00,,Ontime,12.37,0,0,5.0,12.37,,0,0
DL00420,O00412,D093,V078,H05,2024-10-08 14:08:00,2026-04-28 14:08:36,Ontime,10.0,0,0,4.12,9.3,13608.01,0,0
DL00421,O00286,D026,V039,H02,2025-07-05 22:02:00,2026-04-28 09:23:06,Ontime,17.73,1,0,4.49,8.92,7115.3516666666665,0,0
DL00422,O01178,D135,V066,H01,2024-01-13 23:04:00,,Ontime,14.18,0,0,4.88,10.37,,0,0
DL00423,O01245,D113,V110,H05,2025-10-05 16:04:00,,Ontime,22.08,1,0,4.11,10.84,,0,0
DL00424,O00503,D061,V007,H08,2024-08-18 00:53:00,,Ontime,8.14,1,0,5.0,14.49,,0,0
DL00425,O00564,D070,V090,H04,2024-09-03 00:37:00,,Ontime,13.09,1,0,4.82,4.86,,0,0
DL00426,O00814,D150,V053,H05,2025-03-26 04:54:00,,Ontime,12.88,1,0,4.57,19.14,,0,0
DL00427,O00414,D165,V058,H07,2025-04-05 22:47:00,,Ontime,9.53,0,0,3.92,9.98,,0,0
DL00428,O00496,D109,V073,H07,2024-06-17 16:14:00,2026-04-28 20:06:42,Ontime,10.72,0,0,4.32,7.53,16323.878333333334,0,0
DL00429,O00738,D030,V021,H07,2024-11-28 07:27:00,,Delayed,41.94,3,1,2.92,21.55,,0,1
DL00430,O00779,D025,V065,H01,2025-07-25 14:03:00,,Ontime,12.92,0,0,5.0,11.78,,0,0
DL00431,O00737,D164,V082,H01,2024-03-14 04:04:00,,Ontime,10.56,1,0,4.7,16.33,,0,0
DL00432,O00658,D119,V011,H05,2025-07-24 13:29:00,2026-04-28 07:11:18,Failed,14.42,0,0,4.06,19.62,6665.705,1,0
DL00433,O00148,D133,V056,H01,2025-04-03 23:41:00,,Ontime,14.34,2,0,2.92,12.9,,0,0
DL00434,O00395,D031,V063,H04,2024-09-28 10:53:00,2026-04-28 08:55:30,Delayed,16.69,0,1,3.34,16.51,13846.041666666666,0,1
DL00435,O00198,D129,V087,H08,2024-09-13 18:46:00,,Ontime,10.63,0,0,5.0,4.82,,0,0
DL00436,O01063,D034,V076,H04,2024-07-27 22:20:00,2026-04-28 09:31:42,Ontime,9.89,0,0,4.0,12.8,15347.195,0,0
DL00437,O01223,D167,V120,H05,2025-01-11 00:36:00,2026-04-28 06:30:06,Ontime,13.43,0,0,4.8,11.05,11333.901666666667,0,0
DL00438,O00992,D083,V078,H04,2024-03-08 16:52:00,,Failed,27.82,1,0,3.12,15.69,,1,0
DL00439,O00983,D117,V026,H07,2024-08-20 00:58:00,2026-04-28 12:47:24,Delayed,13.81,1,1,3.68,19.27,14795.823333333334,0,1
DL00440,O00758,D028,V046,H03,2024-02-26 13:10:00,2026-04-28 13:07:30,Delayed,10.74,4,0,3.54,9.77,19007.958333333332,0,1
DL00441,O00014,D141,V068,H01,2024-08-25 12:01:00,2026-04-28 01:44:24,Ontime,8.82,0,0,4.7,7.36,14653.723333333333,0,0
DL00442,O01090,D150,V099,H02,2025-09-11 20:27:00,,Ontime,8.63,1,0,4.98,6.69,,0,0
DL00443,O01170,D070,V097,H06,2024-01-01 08:44:00,2026-04-28 11:11:36,Ontime,3.65,0,0,3.34,12.85,20354.46,0,0
DL00444,O01221,D017,V109,H05,2024-04-13 09:44:00,,Failed,11.43,0,0,3.0,9.78,,1,0
DL00445,O00055,D074,V008,H03,2025-05-31 02:19:00,,Delayed,37.02,0,0,3.55,21.88,,0,1
DL00446,O00903,D002,V069,H07,2025-10-21 01:25:00,2026-04-28 22:35:18,Delayed,8.25,1,0,2.26,10.76,4557.171666666667,0,1
DL00447,O00812,D070,V043,H01,2025-04-12 19:06:00,2026-04-28 08:07:54,Ontime,9.36,1,0,4.55,9.47,9133.031666666666,0,0
DL00448,O01033,D101,V108,H03,2024-08-30 13:56:00,,Ontime,11.14,0,0,4.65,14.25,,0,0
DL00449,O00454,D047,V025,H07,2025-04-15 03:39:00,,Ontime,14.65,0,0,4.58,12.62,,0,0
DL00450,O01161,D049,V108,H06,2025-05-17 04:32:00,,Failed,10.61,1,0,3.99,12.55,,1,0
DL00451,O01188,D145,V114,H01,2024-06-25 12:25:00,,Ontime,11.19,0,0,3.58,14.22,,0,0
DL00452,O00468,D125,V051,H01,2024-03-29 12:52:00,2026-04-28 01:48:48,Ontime,8.52,1,0,3.65,12.49,18228.946666666667,0,0
DL00453,O00248,D130,V007,H06,2024-03-22 18:52:00,,Ontime,11.9,1,0,4.04,8.88,,0,0
DL00454,O00408,D102,V088,H04,2024-09-14 14:20:00,2026-04-28 01:49:42,Ontime,8.57,0,0,3.94,18.59,14171.495,0,0
DL00455,O00914,D094,V098,H01,2024-04-12 08:41:00,,Ontime,10.3,1,0,4.14,7.0,,0,0
DL00456,O00157,D037,V035,H02,2024-09-16 20:38:00,,Ontime,26.36,0,0,4.83,10.84,,0,0
DL00457,O00092,D110,V099,H06,2025-04-24 17:52:00,,Ontime,14.85,2,0,4.55,10.8,,0,0
DL00458,O00172,D109,V119,H05,2025-01-17 19:21:00,2026-04-28 08:30:24,Delayed,6.39,0,0,3.34,10.15,11173.156666666666,0,1
DL00459,O00831,D005,V084,H01,2025-02-27 09:04:00,,Failed,9.02,2,0,2.73,7.17,,1,0
DL00460,O00522,D026,V103,H05,2024-02-09 11:26:00,,Ontime,14.04,1,0,3.86,13.03,,0,0
DL00461,O00862,D089,V006,H08,2025-01-29 15:08:00,,Ontime,18.99,0,0,4.06,16.11,,0,0
DL00462,O00099,D131,V058,H04,2025-10-04 22:47:00,2026-04-28 13:05:36,Ontime,16.05,4,0,4.99,15.19,4934.31,0,0
DL00463,O00271,D102,V023,H07,2025-09-17 00:16:00,2026-04-28 09:39:54,Ontime,8.97,0,0,3.56,12.95,5361.3983333333335,0,0
DL00464,O01124,D017,V016,H04,2024-05-02 17:53:00,,Ontime,16.51,0,0,3.76,9.45,,0,0
DL00465,O00820,D080,V074,H08,2024-05-01 18:26:00,,Ontime,11.27,0,0,4.84,13.89,,0,0
DL00466,O00183,D098,V007,H01,2024-09-02 14:06:00,,Ontime,3.81,0,0,5.0,10.68,,0,0
DL00467,O00511,D078,V067,H05,2024-06-06 11:55:00,,Ontime,14.94,1,0,3.76,7.49,,0,0
DL00468,O00519,D150,V022,H03,2025-04-20 06:37:00,2026-04-28 10:00:00,Ontime,19.78,0,0,3.78,19.89,8955.383333333333,0,0
DL00469,O00458,D027,V042,H03,2025-04-10 03:03:00,2026-04-28 15:10:30,Delayed,12.11,0,0,3.8,16.42,9204.125,0,1
DL00470,O00562,D004,V120,H08,2024-07-21 10:43:00,,Ontime,3.36,2,0,3.97,13.27,,0,0
DL00471,O01049,D088,V068,H01,2025-10-17 08:34:00,2026-04-28 06:53:36,Ontime,17.09,1,0,4.21,16.47,4630.326666666667,0,0
DL00472,O00042,D113,V046,H01,2025-12-01 19:10:00,2026-04-28 16:03:06,Delayed,10.28,0,0,3.59,5.13,3548.885,0,1
DL00473,O00180,D105,V071,H07,2024-12-29 08:17:00,,Ontime,14.15,7,0,4.01,6.22,,0,0
DL00474,O00067,D004,V017,H04,2025-02-25 03:48:00,2026-04-28 16:14:00,Ontime,2.66,0,0,4.36,9.21,10260.433333333332,0,0
DL00475,O01121,D074,V027,H07,2024-06-03 08:50:00,,Ontime,3.63,2,0,4.29,9.74,,0,0
DL00476,O00849,D094,V035,H07,2024-05-06 00:48:00,,Delayed,15.93,1,0,4.07,10.87,,0,1
DL00477,O00613,D162,V002,H03,2025-12-02 22:57:00,,Delayed,25.16,1,0,4.04,23.03,,0,1
DL00478,O00947,D133,V109,H05,2024-01-31 17:32:00,,Delayed,9.6,2,0,1.46,11.77,,0,1
DL00479,O00533,D091,V047,H01,2024-11-03 02:54:00,,Delayed,3.46,0,0,1.0,14.35,,0,1
DL00480,O00978,D119,V044,H07,2025-09-11 07:01:00,,Ontime,24.44,0,0,4.53,8.9,,0,0
DL00481,O01095,D077,V086,H04,2024-03-14 17:15:00,,Ontime,16.16,1,0,3.89,22.66,,0,0
DL00482,O00777,D141,V118,H02,2025-10-19 00:12:00,2026-04-28 22:41:12,Failed,11.35,1,1,2.32,18.23,4606.486666666667,1,0
DL00483,O00036,D135,V017,H06,2024-11-06 05:51:00,,Delayed,8.41,0,1,4.57,9.29,,0,1
DL00484,O00437,D144,V079,H02,2025-09-25 07:59:00,,Ontime,21.25,2,0,3.95,12.17,,0,0
DL00485,O00449,D121,V061,H03,2025-06-08 03:10:00,2026-04-28 22:24:12,Ontime,16.11,1,0,1.99,12.64,7795.236666666667,0,0
DL00486,O00306,D052,V114,H01,2024-06-14 17:09:00,,Failed,14.52,0,1,4.61,14.81,,1,0
DL00487,O01111,D054,V027,H03,2024-11-15 00:10:00,2026-04-28 17:33:42,Ontime,12.36,0,0,4.26,12.09,12713.395,0,0
DL00488,O01053,D038,V014,H08,2025-10-23 03:57:00,2026-04-28 18:12:06,Ontime,3.33,0,0,4.04,10.75,4502.251666666667,0,0
DL00489,O00911,D130,V112,H02,2025-05-20 23:09:00,,Ontime,12.53,1,0,3.28,16.53,,0,0
DL00490,O00701,D039,V035,H04,2025-12-15 21:19:00,,Failed,1.65,1,0,4.24,10.31,,1,0
DL00491,O00181,D124,V113,H08,2024-12-16 02:36:00,,Ontime,33.46,3,0,4.46,16.73,,0,0
DL00492,O00035,D100,V108,H06,2024-06-14 15:50:00,,Failed,9.55,0,0,1.99,9.2,,1,0
DL00493,O00803,D017,V070,H03,2025-08-09 20:37:00,,Ontime,4.68,0,0,4.83,11.06,,0,0
DL00494,O00322,D072,V058,H08,2025-03-11 22:48:00,,Ontime,14.05,2,0,4.29,11.2,,0,0
DL00495,O01189,D129,V006,H05,2024-05-23 01:38:00,2026-04-28 12:11:42,Ontime,33.39,2,0,4.94,19.23,16930.56166666667,0,0
DL00496,O00622,D142,V102,H02,2024-04-23 18:22:00,2026-04-28 12:08:18,Ontime,7.97,2,0,4.18,11.59,17633.771666666667,0,0
DL00497,O00192,D083,V116,H08,2025-08-18 14:17:00,,Failed,12.14,1,0,3.23,11.88,,1,0
DL00498,O01205,D091,V018,H08,2024-12-20 02:21:00,2026-04-28 11:42:18,Ontime,8.6,0,0,3.75,2.93,11865.355,0,0
DL00499,O01144,D053,V038,H01,2025-02-07 22:48:00,,Delayed,10.41,0,0,3.5,10.6,,0,1
DL00500,O00556,D017,V063,H02,2024-09-01 03:37:00,,Ontime,6.73,1,0,3.72,11.11,,0,0
DL00501,O01211,D114,V087,H06,2025-11-12 07:51:00,,Ontime,9.66,0,0,4.47,15.25,,0,0
DL00502,O01190,D114,V026,H03,2025-11-24 18:47:00,,Ontime,9.61,3,0,3.78,6.03,,0,0
DL00503,O00760,D154,V014,H07,2024-03-14 23:28:00,,Ontime,12.95,0,0,3.97,10.7,,0,0
DL00504,O00679,D023,V098,H08,2024-11-15 04:30:00,,Ontime,6.55,1,0,5.0,12.11,,0,0
DL00505,O00833,D170,V017,H08,2025-05-05 04:31:00,2026-04-28 10:37:36,Failed,12.0,3,1,2.71,12.22,8598.11,1,0
DL00506,O00094,D077,V079,H05,2024-09-27 03:56:00,,Delayed,17.37,2,0,3.11,9.14,,0,1
DL00507,O00396,D021,V030,H07,2025-04-30 00:13:00,,Delayed,15.18,2,0,2.53,10.76,,0,1
DL00508,O00161,D015,V025,H03,2024-08-19 19:52:00,,Ontime,12.14,0,0,4.66,14.06,,0,0
DL00509,O00719,D116,V086,H01,2024-01-04 19:33:00,,Delayed,16.37,0,0,1.0,11.37,,0,1
DL00510,O00359,D057,V004,H01,2024-08-17 23:15:00,,Ontime,12.07,0,0,4.04,18.19,,0,0
DL00511,O01237,D123,V083,H05,2025-12-30 09:00:00,,Delayed,9.94,0,0,1.37,10.76,,0,1
DL00512,O00224,D040,V029,H07,2024-05-22 23:18:00,,Delayed,8.4,3,1,3.51,11.49,,0,1
DL00513,O00420,D168,V043,H02,2025-01-25 09:44:00,,Delayed,12.02,0,0,3.75,18.86,,0,1
DL00514,O01250,D165,V052,H03,2024-06-28 09:25:00,2026-04-28 00:52:00,Delayed,10.32,3,0,2.35,7.89,16047.45,0,1
DL00515,O00619,D130,V005,H04,2025-09-01 14:52:00,2026-04-28 12:38:12,Failed,17.55,3,1,3.24,21.0,5733.77,1,0
DL00516,O00337,D141,V117,H01,2024-11-05 06:45:00,,Delayed,21.23,2,0,1.57,10.77,,0,1
DL00517,O00509,D104,V088,H08,2024-08-26 19:01:00,,Ontime,14.73,4,0,4.99,16.75,,0,0
DL00518,O00984,D041,V024,H06,2025-04-15 00:21:00,,Ontime,15.41,0,0,4.92,19.09,,0,0
DL00519,O00446,D096,V065,H07,2025-03-22 14:42:00,,Ontime,29.8,2,0,4.04,10.84,,0,0
DL00520,O00429,D055,V040,H01,2025-03-09 11:12:00,,Delayed,3.14,1,0,3.03,11.42,,0,1
DL00521,O00606,D038,V036,H08,2025-10-17 17:03:00,,Failed,5.35,2,0,2.51,7.1,,1,0
DL00522,O00296,D129,V013,H04,2024-01-10 19:26:00,,Ontime,10.01,0,0,4.54,8.94,,0,0
DL00523,O00714,D026,V076,H01,2024-05-26 19:04:00,,Ontime,2.39,1,0,4.12,8.78,,0,0
DL00524,O00683,D130,V005,H07,2025-05-01 08:21:00,2026-04-28 11:37:06,Ontime,16.66,2,0,4.83,17.68,8691.268333333333,0,0
DL00525,O00351,D038,V006,H01,2024-04-22 05:04:00,,Ontime,28.2,2,0,4.04,19.16,,0,0
DL00526,O01045,D068,V027,H06,2024-08-26 13:19:00,,Delayed,12.18,0,0,4.34,10.18,,0,1
DL00527,O00913,D108,V043,H07,2025-04-05 06:44:00,,Ontime,20.7,1,0,4.58,16.49,,0,0
DL00528,O00826,D033,V008,H03,2024-04-06 07:05:00,2026-04-28 23:18:06,Ontime,24.17,2,0,4.66,20.91,18064.218333333334,0,0
DL00529,O00822,D088,V114,H06,2024-09-01 09:19:00,,Failed,1.2,0,0,2.64,7.53,,1,0
DL00530,O00756,D095,V042,H01,2025-02-03 18:06:00,,Failed,30.51,2,0,2.54,19.5,,1,0
DL00531,O00140,D163,V116,H04,2024-03-03 02:25:00,2026-04-28 18:14:24,Ontime,13.95,0,0,3.95,16.65,18879.823333333334,0,0
DL00532,O00315,D009,V104,H02,2024-12-25 03:30:00,,Ontime,16.49,1,0,4.55,10.37,,0,0
DL00533,O00543,D135,V002,H08,2025-07-18 06:49:00,,Failed,34.15,2,0,2.69,21.32,,1,0
DL00534,O00816,D166,V069,H08,2025-02-13 20:53:00,,Ontime,9.47,0,0,3.81,6.56,,0,0
DL00535,O01058,D033,V094,H07,2025-05-09 00:57:00,2026-04-28 20:23:54,Ontime,23.45,3,0,3.15,18.56,8515.448333333334,0,0
DL00536,O01184,D055,V030,H01,2025-01-24 15:02:00,,Failed,7.04,2,0,1.07,14.06,,1,0
DL00537,O00083,D153,V033,H07,2024-10-23 00:53:00,,Ontime,30.51,1,0,3.67,9.75,,0,0
DL00538,O00682,D141,V015,H07,2024-10-05 12:07:00,,Delayed,8.55,0,1,2.66,3.46,,0,1
DL00539,O01160,D067,V111,H03,2024-05-13 01:19:00,2026-04-28 22:01:42,Ontime,13.52,0,0,4.95,10.35,17180.711666666666,0,0
DL00540,O00068,D008,V072,H04,2025-10-13 12:06:00,,Delayed,16.2,2,0,3.21,16.04,,0,1
DL00541,O01142,D022,V013,H04,2025-11-07 11:29:00,,Ontime,6.68,1,0,3.89,8.98,,0,0
DL00542,O00415,D125,V114,H02,2024-06-27 18:22:00,2026-04-28 23:54:06,Ontime,7.18,0,0,4.19,5.99,16085.535,0,0
DL00543,O00218,D102,V098,H03,2025-09-15 02:24:00,,Ontime,12.01,0,0,5.0,5.87,,0,0
DL00544,O00345,D154,V082,H08,2025-10-04 22:41:00,,Delayed,13.93,2,0,3.17,8.53,,0,1
DL00545,O01067,D113,V072,H04,2024-06-16 04:56:00,2026-04-28 22:38:48,Delayed,12.43,0,0,5.0,13.31,16361.713333333333,0,1
DL00546,O00324,D095,V052,H04,2025-08-06 07:36:00,2026-04-28 15:57:30,Ontime,8.95,2,0,4.11,10.57,6368.358333333334,0,0
DL00547,O00778,D014,V090,H05,2025-10-07 19:49:00,,Ontime,11.03,0,0,4.93,14.38,,0,0
DL00548,O00537,D132,V039,H05,2024-06-25 11:02:00,,Failed,10.4,1,0,3.34,11.4,,1,0
DL00549,O00476,D001,V094,H06,2024-02-23 06:45:00,,Ontime,10.11,0,0,4.67,14.59,,0,0
DL00550,O00572,D110,V065,H01,2025-02-06 21:04:00,,Ontime,14.34,2,0,4.69,12.06,,0,0
DL00551,O00448,D108,V114,H04,2025-02-11 16:05:00,2026-04-28 11:25:06,Ontime,18.74,3,0,4.79,21.38,10579.335,0,0
DL00552,O00298,D115,V010,H01,2025-01-06 07:28:00,,Ontime,1.9,1,0,4.8,13.26,,0,0
DL00553,O00491,D090,V066,H02,2024-07-03 16:22:00,2026-04-28 00:56:42,Ontime,13.19,2,0,4.66,10.34,15920.578333333333,0,0
DL00554,O00709,D117,V086,H04,2025-12-09 04:47:00,,Ontime,11.59,1,0,4.69,14.76,,0,0
DL00555,O00839,D129,V013,H01,2024-01-31 20:31:00,,Ontime,6.51,2,0,3.97,11.19,,0,0
DL00556,O00702,D070,V030,H07,2024-12-28 22:07:00,,Ontime,5.03,0,0,3.91,8.15,,0,0
DL00557,O00781,D055,V027,H08,2024-11-19 14:07:00,,Ontime,17.54,2,0,5.0,13.31,,0,0
DL00558,O00142,D024,V011,H05,2024-10-31 20:22:00,,Failed,14.64,1,0,1.0,18.56,,1,0
DL00559,O00988,D131,V044,H05,2024-11-17 20:37:00,,Failed,6.97,2,0,1.92,11.38,,1,0
DL00560,O00077,D127,V120,H08,2025-07-30 07:48:00,2026-04-28 13:33:00,Ontime,4.49,2,0,4.38,14.99,6533.75,0,0
DL00561,O00086,D054,V005,H03,2024-07-20 06:42:00,2026-04-28 20:25:30,Ontime,7.67,2,0,3.5,19.2,15541.725,0,0
DL00562,O00746,D128,V113,H08,2024-12-14 10:47:00,2026-04-28 16:25:24,Ontime,13.59,0,0,3.98,10.51,12005.64,0,0
DL00563,O01238,D093,V045,H02,2025-04-18 05:35:00,,Ontime,10.07,1,0,5.0,12.75,,0,0
DL00564,O00824,D077,V120,H03,2024-08-17 23:23:00,,Ontime,18.23,0,0,4.18,10.05,,0,0
DL00565,O00344,D151,V022,H06,2024-08-28 08:16:00,2026-04-28 17:14:12,Ontime,14.95,2,0,3.82,8.75,14600.97,0,0
DL00566,O01226,D162,V082,H03,2025-03-02 06:49:00,,Ontime,22.66,1,0,3.7,14.91,,0,0
DL00567,O00918,D142,V051,H03,2024-11-26 06:40:00,2026-04-28 20:28:06,Ontime,10.47,0,0,4.8,11.4,12445.801666666666,0,0
DL00568,O00244,D167,V082,H04,2024-11-11 09:39:00,,Ontime,11.52,0,0,5.0,9.33,,0,0
DL00569,O00312,D066,V116,H01,2025-11-07 01:03:00,2026-04-28 18:29:48,Ontime,20.95,1,0,4.56,19.6,4145.446666666667,0,0
DL00570,O00319,D017,V028,H08,2024-01-22 10:23:00,,Ontime,20.67,1,0,5.0,9.88,,0,0
DL00571,O00413,D003,V029,H01,2025-04-01 22:46:00,,Ontime,23.53,3,0,4.5,14.49,,0,0
DL00572,O00905,D002,V048,H08,2025-09-04 03:45:00,,Ontime,8.35,3,0,3.96,11.45,,0,0
DL00573,O01214,D118,V077,H02,2024-05-07 23:32:00,2026-04-28 20:03:12,Ontime,7.3,1,0,5.0,14.05,17300.52,0,0
